,item,a,b,real,alt,passage,condition,first_mention,mentions_real,mentions_alt,stim_number,knowledge_cue
71,candy,Ben,Marta,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Marta comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben does not want Marta to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,2,2,1,Explicit
72,chocolates,Emily,Antonio,top,bottom,"It is Emily's birthday, and their auntie pops in to give her a box of chocolates. Emily considers the bottom drawer, but then puts chocolates in the top drawer for safe-keeping. A few minutes later, Emily's sweet sibling Antonio comes in and asks Emily: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Emily wants to share the chocolates with Antonio. Emily says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
73,chocolates,Emily,Antonio,bottom,top,"It is Emily's birthday, and their auntie pops in to give her a box of chocolates. Emily considers the top drawer, but then puts chocolates in the bottom drawer for safe-keeping. A few minutes later, Emily's sweet sibling Antonio comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Emily wants to share the chocolates with Antonio. Emily says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
74,chocolates,Emily,Cameron,top,bottom,"It is Emily's birthday, and their auntie pops in to give her a box of chocolates. Emily considers the bottom drawer, but then puts chocolates in the top drawer for safe-keeping. A few minutes later, Emily's sweet sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Emily wants to share the chocolates with Cameron. Emily says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
75,chocolates,Emily,Cameron,bottom,top,"It is Emily's birthday, and their auntie pops in to give her a box of chocolates. Emily considers the top drawer, but then puts chocolates in the bottom drawer for safe-keeping. A few minutes later, Emily's sweet sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Emily wants to share the chocolates with Cameron. Emily says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
76,chocolates,Lisa,Pamela,top,bottom,"It is Lisa's birthday, and their auntie pops in to give her a box of chocolates. Lisa considers the bottom drawer, but then puts chocolates in the top drawer for safe-keeping. A few minutes later, Lisa's sweet sibling Pamela comes in and asks Lisa: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Lisa wants to share the chocolates with Pamela. Lisa says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
77,chocolates,Lisa,Pamela,bottom,top,"It is Lisa's birthday, and their auntie pops in to give her a box of chocolates. Lisa considers the top drawer, but then puts chocolates in the bottom drawer for safe-keeping. A few minutes later, Lisa's sweet sibling Pamela comes in and asks Lisa: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Lisa wants to share the chocolates with Pamela. Lisa says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
78,chocolates,Lisa,Cameron,top,bottom,"It is Lisa's birthday, and their auntie pops in to give her a box of chocolates. Lisa considers the bottom drawer, but then puts chocolates in the top drawer for safe-keeping. A few minutes later, Lisa's sweet sibling Cameron comes in and asks Lisa: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Lisa wants to share the chocolates with Cameron. Lisa says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
79,chocolates,Lisa,Cameron,bottom,top,"It is Lisa's birthday, and their auntie pops in to give her a box of chocolates. Lisa considers the top drawer, but then puts chocolates in the bottom drawer for safe-keeping. A few minutes later, Lisa's sweet sibling Cameron comes in and asks Lisa: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Lisa wants to share the chocolates with Cameron. Lisa says the chocolates are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
80,sweets,James,Cameron,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of sweets. James considers the bottom drawer, but then puts sweets in the top drawer for safe-keeping. A few minutes later, James's sweet sibling Cameron comes in and asks James: “Where have you put your sweets, in your top drawer or your bottom drawer?” James wants to share the sweets with Cameron. James says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
81,sweets,James,Cameron,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of sweets. James considers the top drawer, but then puts sweets in the bottom drawer for safe-keeping. A few minutes later, James's sweet sibling Cameron comes in and asks James: “Where have you put your sweets, in your bottom drawer or your top drawer?” James wants to share the sweets with Cameron. James says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
82,sweets,James,Sean,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of sweets. James considers the bottom drawer, but then puts sweets in the top drawer for safe-keeping. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your sweets, in your top drawer or your bottom drawer?” James wants to share the sweets with Sean. James says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
83,sweets,James,Sean,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of sweets. James considers the top drawer, but then puts sweets in the bottom drawer for safe-keeping. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your sweets, in your bottom drawer or your top drawer?” James wants to share the sweets with Sean. James says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
84,sweets,Catherine,Tyler,top,bottom,"It is Catherine's birthday, and their auntie pops in to give her a box of sweets. Catherine considers the bottom drawer, but then puts sweets in the top drawer for safe-keeping. A few minutes later, Catherine's sweet sibling Tyler comes in and asks Catherine: “Where have you put your sweets, in your top drawer or your bottom drawer?” Catherine wants to share the sweets with Tyler. Catherine says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
85,sweets,Catherine,Tyler,bottom,top,"It is Catherine's birthday, and their auntie pops in to give her a box of sweets. Catherine considers the top drawer, but then puts sweets in the bottom drawer for safe-keeping. A few minutes later, Catherine's sweet sibling Tyler comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer or your top drawer?” Catherine wants to share the sweets with Tyler. Catherine says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
86,sweets,Catherine,Antonio,top,bottom,"It is Catherine's birthday, and their auntie pops in to give her a box of sweets. Catherine considers the bottom drawer, but then puts sweets in the top drawer for safe-keeping. A few minutes later, Catherine's sweet sibling Antonio comes in and asks Catherine: “Where have you put your sweets, in your top drawer or your bottom drawer?” Catherine wants to share the sweets with Antonio. Catherine says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
87,sweets,Catherine,Antonio,bottom,top,"It is Catherine's birthday, and their auntie pops in to give her a box of sweets. Catherine considers the top drawer, but then puts sweets in the bottom drawer for safe-keeping. A few minutes later, Catherine's sweet sibling Antonio comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer or your top drawer?” Catherine wants to share the sweets with Antonio. Catherine says the sweets are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
88,candy,Pamela,Cameron,top,bottom,"It is Pamela's birthday, and their auntie pops in to give her a box of candy. Pamela considers the bottom drawer, but then puts candy in the top drawer for safe-keeping. A few minutes later, Pamela's sweet sibling Cameron comes in and asks Pamela: “Where have you put your candy, in your top drawer or your bottom drawer?” Pamela wants to share the candy with Cameron. Pamela says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
89,candy,Pamela,Cameron,bottom,top,"It is Pamela's birthday, and their auntie pops in to give her a box of candy. Pamela considers the top drawer, but then puts candy in the bottom drawer for safe-keeping. A few minutes later, Pamela's sweet sibling Cameron comes in and asks Pamela: “Where have you put your candy, in your bottom drawer or your top drawer?” Pamela wants to share the candy with Cameron. Pamela says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
90,candy,Pamela,Lisa,top,bottom,"It is Pamela's birthday, and their auntie pops in to give her a box of candy. Pamela considers the bottom drawer, but then puts candy in the top drawer for safe-keeping. A few minutes later, Pamela's sweet sibling Lisa comes in and asks Pamela: “Where have you put your candy, in your top drawer or your bottom drawer?” Pamela wants to share the candy with Lisa. Pamela says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
91,candy,Pamela,Lisa,bottom,top,"It is Pamela's birthday, and their auntie pops in to give her a box of candy. Pamela considers the top drawer, but then puts candy in the bottom drawer for safe-keeping. A few minutes later, Pamela's sweet sibling Lisa comes in and asks Pamela: “Where have you put your candy, in your bottom drawer or your top drawer?” Pamela wants to share the candy with Lisa. Pamela says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
92,candy,Ben,Lisa,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben considers the bottom drawer, but then puts candy in the top drawer for safe-keeping. A few minutes later, Ben's sweet sibling Lisa comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Lisa. Ben says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
93,candy,Ben,Lisa,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben considers the top drawer, but then puts candy in the bottom drawer for safe-keeping. A few minutes later, Ben's sweet sibling Lisa comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Lisa. Ben says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
94,candy,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben considers the bottom drawer, but then puts candy in the top drawer for safe-keeping. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
95,candy,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben considers the top drawer, but then puts candy in the bottom drawer for safe-keeping. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Alt,2,2,1,Explicit
96,chocolates,Marta,Ben,top,bottom,"It is Marta's birthday, and their auntie pops in to give them a box of chocolates. Marta puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's greedy sibling Ben comes in and asks Marta: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Marta does not want Ben to find the chocolates. Marta says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
97,chocolates,Marta,Ben,bottom,top,"It is Marta's birthday, and their auntie pops in to give them a box of chocolates. Marta puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's greedy sibling Ben comes in and asks Marta: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Marta does not want Ben to find the chocolates. Marta says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
98,chocolates,Marta,Sonja,top,bottom,"It is Marta's birthday, and their auntie pops in to give them a box of chocolates. Marta puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's greedy sibling Sonja comes in and asks Marta: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Marta does not want Sonja to find the chocolates. Marta says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
99,chocolates,Marta,Sonja,bottom,top,"It is Marta's birthday, and their auntie pops in to give them a box of chocolates. Marta puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's greedy sibling Sonja comes in and asks Marta: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Marta does not want Sonja to find the chocolates. Marta says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
100,chocolates,Sonja,Catherine,top,bottom,"It is Sonja's birthday, and their auntie pops in to give them a box of chocolates. Sonja puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sonja's greedy sibling Catherine comes in and asks Sonja: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Sonja does not want Catherine to find the chocolates. Sonja says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
101,chocolates,Sonja,Catherine,bottom,top,"It is Sonja's birthday, and their auntie pops in to give them a box of chocolates. Sonja puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sonja's greedy sibling Catherine comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Sonja does not want Catherine to find the chocolates. Sonja says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
102,chocolates,Sonja,Cameron,top,bottom,"It is Sonja's birthday, and their auntie pops in to give them a box of chocolates. Sonja puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sonja's greedy sibling Cameron comes in and asks Sonja: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Sonja does not want Cameron to find the chocolates. Sonja says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
103,chocolates,Sonja,Cameron,bottom,top,"It is Sonja's birthday, and their auntie pops in to give them a box of chocolates. Sonja puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sonja's greedy sibling Cameron comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Sonja does not want Cameron to find the chocolates. Sonja says the chocolates are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
104,sweets,Tyler,Sean,top,bottom,"It is Tyler's birthday, and their auntie pops in to give them a box of sweets. Tyler puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's greedy sibling Sean comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler does not want Sean to find the sweets. Tyler says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
105,sweets,Tyler,Sean,bottom,top,"It is Tyler's birthday, and their auntie pops in to give them a box of sweets. Tyler puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's greedy sibling Sean comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler does not want Sean to find the sweets. Tyler says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
106,sweets,Tyler,Catherine,top,bottom,"It is Tyler's birthday, and their auntie pops in to give them a box of sweets. Tyler puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's greedy sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler does not want Catherine to find the sweets. Tyler says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
107,sweets,Tyler,Catherine,bottom,top,"It is Tyler's birthday, and their auntie pops in to give them a box of sweets. Tyler puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's greedy sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler does not want Catherine to find the sweets. Tyler says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
108,sweets,Cameron,Marta,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Marta comes in and asks Cameron: “Where have you put your sweets, in your top drawer or your bottom drawer?” Cameron does not want Marta to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
109,sweets,Cameron,Marta,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Marta comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer or your top drawer?” Cameron does not want Marta to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
110,sweets,Cameron,Lisa,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your top drawer or your bottom drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
111,sweets,Cameron,Lisa,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer or your top drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
112,candy,Lisa,Cameron,top,bottom,"It is Lisa's birthday, and their auntie pops in to give them a box of candy. Lisa puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Lisa's greedy sibling Cameron comes in and asks Lisa: “Where have you put your candy, in your top drawer or your bottom drawer?” Lisa does not want Cameron to find the candy. Lisa says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
113,candy,Lisa,Cameron,bottom,top,"It is Lisa's birthday, and their auntie pops in to give them a box of candy. Lisa puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Lisa's greedy sibling Cameron comes in and asks Lisa: “Where have you put your candy, in your bottom drawer or your top drawer?” Lisa does not want Cameron to find the candy. Lisa says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
114,candy,Lisa,Sean,top,bottom,"It is Lisa's birthday, and their auntie pops in to give them a box of candy. Lisa puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Lisa's greedy sibling Sean comes in and asks Lisa: “Where have you put your candy, in your top drawer or your bottom drawer?” Lisa does not want Sean to find the candy. Lisa says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
115,candy,Lisa,Sean,bottom,top,"It is Lisa's birthday, and their auntie pops in to give them a box of candy. Lisa puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Lisa's greedy sibling Sean comes in and asks Lisa: “Where have you put your candy, in your bottom drawer or your top drawer?” Lisa does not want Sean to find the candy. Lisa says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
116,candy,Marta,Pamela,top,bottom,"It is Marta's birthday, and their auntie pops in to give them a box of candy. Marta puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's greedy sibling Pamela comes in and asks Marta: “Where have you put your candy, in your top drawer or your bottom drawer?” Marta does not want Pamela to find the candy. Marta says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
117,candy,Marta,Pamela,bottom,top,"It is Marta's birthday, and their auntie pops in to give them a box of candy. Marta puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's greedy sibling Pamela comes in and asks Marta: “Where have you put your candy, in your bottom drawer or your top drawer?” Marta does not want Pamela to find the candy. Marta says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
118,candy,Marta,Ben,top,bottom,"It is Marta's birthday, and their auntie pops in to give them a box of candy. Marta puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's greedy sibling Ben comes in and asks Marta: “Where have you put your candy, in your top drawer or your bottom drawer?” Marta does not want Ben to find the candy. Marta says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
119,candy,Marta,Ben,bottom,top,"It is Marta's birthday, and their auntie pops in to give them a box of candy. Marta puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's greedy sibling Ben comes in and asks Marta: “Where have you put your candy, in your bottom drawer or your top drawer?” Marta does not want Ben to find the candy. Marta says the candy are in the [MASK] drawer.",Deception,Real,2,2,1,Explicit
120,chocolates,Tyler,Ben,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of chocolates. Tyler puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Tyler wants to share the chocolates with Ben. Tyler says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
121,chocolates,Tyler,Ben,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of chocolates. Tyler puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Tyler wants to share the chocolates with Ben. Tyler says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
122,chocolates,Tyler,Pamela,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of chocolates. Tyler puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Tyler wants to share the chocolates with Pamela. Tyler says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
123,chocolates,Tyler,Pamela,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of chocolates. Tyler puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Tyler wants to share the chocolates with Pamela. Tyler says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
124,chocolates,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of chocolates. Ben puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Ben wants to share the chocolates with Cameron. Ben says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
125,chocolates,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of chocolates. Ben puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Ben wants to share the chocolates with Cameron. Ben says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
126,chocolates,Ben,Sean,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of chocolates. Ben puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Sean comes in and asks Ben: “Where have you put your chocolates, in your top drawer or your bottom drawer?” Ben wants to share the chocolates with Sean. Ben says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
127,chocolates,Ben,Sean,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of chocolates. Ben puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Sean comes in and asks Ben: “Where have you put your chocolates, in your bottom drawer or your top drawer?” Ben wants to share the chocolates with Sean. Ben says the chocolates are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
128,sweets,Sonja,Tyler,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of sweets. Sonja puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your sweets, in your top drawer or your bottom drawer?” Sonja wants to share the sweets with Tyler. Sonja says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
129,sweets,Sonja,Tyler,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of sweets. Sonja puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your sweets, in your bottom drawer or your top drawer?” Sonja wants to share the sweets with Tyler. Sonja says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
130,sweets,Sonja,Antonio,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of sweets. Sonja puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sonja's sweet sibling Antonio comes in and asks Sonja: “Where have you put your sweets, in your top drawer or your bottom drawer?” Sonja wants to share the sweets with Antonio. Sonja says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
131,sweets,Sonja,Antonio,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of sweets. Sonja puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sonja's sweet sibling Antonio comes in and asks Sonja: “Where have you put your sweets, in your bottom drawer or your top drawer?” Sonja wants to share the sweets with Antonio. Sonja says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
132,sweets,Tyler,Catherine,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler wants to share the sweets with Catherine. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
133,sweets,Tyler,Catherine,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler wants to share the sweets with Catherine. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
134,sweets,Tyler,Ben,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler wants to share the sweets with Ben. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
135,sweets,Tyler,Ben,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler wants to share the sweets with Ben. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
136,candy,Antonio,Lisa,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's sweet sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your top drawer or your bottom drawer?” Antonio wants to share the candy with Lisa. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
137,candy,Antonio,Lisa,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's sweet sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your bottom drawer or your top drawer?” Antonio wants to share the candy with Lisa. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
