,item,a,b,start,end,passage,condition,first_mention,mentions_start,mentions_end,stim_number,knowledge_cue
232,magazine,Tyler,Antonio,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
233,magazine,Tyler,Antonio,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
234,magazine,Tyler,Emily,bed,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
235,magazine,Tyler,Emily,table,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
236,magazine,Tyler,Emily,table,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
237,magazine,Tyler,Emily,desk,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
238,magazine,Tyler,Emily,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
239,magazine,Tyler,Emily,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit
240,book,Ben,Cameron,bed,table,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Cameron comes into the room. Ben watches Cameron move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
241,book,Ben,Cameron,table,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Cameron comes into the room. Ben watches Cameron move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
242,book,Ben,Cameron,table,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Cameron comes into the room. Ben watches Cameron move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
243,book,Ben,Cameron,desk,table,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Cameron comes into the room. Ben watches Cameron move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
244,book,Ben,Cameron,desk,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Cameron comes into the room. Ben watches Cameron move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
245,book,Ben,Cameron,bed,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Cameron comes into the room. Ben watches Cameron move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
246,book,Ben,Pamela,bed,table,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Pamela comes into the room. Ben watches Pamela move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
247,book,Ben,Pamela,table,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Pamela comes into the room. Ben watches Pamela move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
248,book,Ben,Pamela,table,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Pamela comes into the room. Ben watches Pamela move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
249,book,Ben,Pamela,desk,table,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Pamela comes into the room. Ben watches Pamela move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
250,book,Ben,Pamela,desk,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Pamela comes into the room. Ben watches Pamela move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
251,book,Ben,Pamela,bed,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Pamela comes into the room. Ben watches Pamela move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
252,book,Sonja,Pamela,bed,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. Pamela comes into the room. Sonja watches Pamela move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
253,book,Sonja,Pamela,table,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. Pamela comes into the room. Sonja watches Pamela move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
254,book,Sonja,Pamela,table,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. Pamela comes into the room. Sonja watches Pamela move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
255,book,Sonja,Pamela,desk,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. Pamela comes into the room. Sonja watches Pamela move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
256,book,Sonja,Pamela,desk,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. Pamela comes into the room. Sonja watches Pamela move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
257,book,Sonja,Pamela,bed,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. Pamela comes into the room. Sonja watches Pamela move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
258,book,Sonja,James,bed,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. James comes into the room. Sonja watches James move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
259,book,Sonja,James,table,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. James comes into the room. Sonja watches James move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
260,book,Sonja,James,table,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. James comes into the room. Sonja watches James move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
261,book,Sonja,James,desk,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. James comes into the room. Sonja watches James move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
262,book,Sonja,James,desk,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. James comes into the room. Sonja watches James move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
263,book,Sonja,James,bed,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. James comes into the room. Sonja watches James move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit
264,magazine,Lisa,Ben,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Lisa watches Ben move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
265,magazine,Lisa,Ben,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Lisa watches Ben move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
266,magazine,Lisa,Ben,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Lisa watches Ben move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
267,magazine,Lisa,Ben,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Lisa watches Ben move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
268,magazine,Lisa,Ben,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Lisa watches Ben move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
269,magazine,Lisa,Ben,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Lisa watches Ben move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
270,magazine,Lisa,Emily,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Emily comes into the room. Lisa watches Emily move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
271,magazine,Lisa,Emily,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Emily comes into the room. Lisa watches Emily move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
272,magazine,Lisa,Emily,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Emily comes into the room. Lisa watches Emily move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
273,magazine,Lisa,Emily,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Emily comes into the room. Lisa watches Emily move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
274,magazine,Lisa,Emily,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Emily comes into the room. Lisa watches Emily move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
275,magazine,Lisa,Emily,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Emily comes into the room. Lisa watches Emily move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
276,magazine,Sonja,Tyler,bed,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Tyler comes into the room. Sonja watches Tyler move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
277,magazine,Sonja,Tyler,table,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Tyler comes into the room. Sonja watches Tyler move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
278,magazine,Sonja,Tyler,table,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Tyler comes into the room. Sonja watches Tyler move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
279,magazine,Sonja,Tyler,desk,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Tyler comes into the room. Sonja watches Tyler move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
280,magazine,Sonja,Tyler,desk,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Tyler comes into the room. Sonja watches Tyler move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
281,magazine,Sonja,Tyler,bed,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Tyler comes into the room. Sonja watches Tyler move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
282,magazine,Sonja,Marta,bed,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Marta comes into the room. Sonja watches Marta move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
283,magazine,Sonja,Marta,table,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Marta comes into the room. Sonja watches Marta move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
284,magazine,Sonja,Marta,table,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Marta comes into the room. Sonja watches Marta move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
285,magazine,Sonja,Marta,desk,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Marta comes into the room. Sonja watches Marta move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
286,magazine,Sonja,Marta,desk,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Marta comes into the room. Sonja watches Marta move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
287,magazine,Sonja,Marta,bed,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Marta comes into the room. Sonja watches Marta move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit
288,book,Ben,Pamela,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
289,book,Ben,Pamela,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
290,book,Ben,Pamela,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
291,book,Ben,Pamela,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
292,book,Ben,Pamela,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
293,book,Ben,Pamela,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
294,book,Ben,Catherine,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
295,book,Ben,Catherine,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
296,book,Ben,Catherine,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
297,book,Ben,Catherine,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
298,book,Ben,Catherine,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
299,book,Ben,Catherine,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
300,book,Marta,James,bed,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
301,book,Marta,James,table,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
302,book,Marta,James,table,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
303,book,Marta,James,desk,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
304,book,Marta,James,desk,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
305,book,Marta,James,bed,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
306,book,Marta,Lisa,bed,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
307,book,Marta,Lisa,table,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
308,book,Marta,Lisa,table,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
309,book,Marta,Lisa,desk,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
310,book,Marta,Lisa,desk,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
311,book,Marta,Lisa,bed,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit
312,magazine,Tyler,Cameron,bed,table,"Tyler is reading a magazine near the table. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
313,magazine,Tyler,Cameron,table,bed,"Tyler is reading a magazine near the bed. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
314,magazine,Tyler,Cameron,table,desk,"Tyler is reading a magazine near the desk. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
315,magazine,Tyler,Cameron,desk,table,"Tyler is reading a magazine near the table. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
316,magazine,Tyler,Cameron,desk,bed,"Tyler is reading a magazine near the bed. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
317,magazine,Tyler,Cameron,bed,desk,"Tyler is reading a magazine near the desk. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Cameron comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
318,magazine,Tyler,Emily,bed,table,"Tyler is reading a magazine near the table. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
319,magazine,Tyler,Emily,table,bed,"Tyler is reading a magazine near the bed. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
320,magazine,Tyler,Emily,table,desk,"Tyler is reading a magazine near the desk. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
321,magazine,Tyler,Emily,desk,table,"Tyler is reading a magazine near the table. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
322,magazine,Tyler,Emily,desk,bed,"Tyler is reading a magazine near the bed. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
323,magazine,Tyler,Emily,bed,desk,"Tyler is reading a magazine near the desk. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
324,magazine,Sean,Antonio,bed,table,"Sean is reading a magazine near the table. When Sean is done, Sean puts the magazine on the bed. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
325,magazine,Sean,Antonio,table,bed,"Sean is reading a magazine near the bed. When Sean is done, Sean puts the magazine on the table. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
326,magazine,Sean,Antonio,table,desk,"Sean is reading a magazine near the desk. When Sean is done, Sean puts the magazine on the table. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
327,magazine,Sean,Antonio,desk,table,"Sean is reading a magazine near the table. When Sean is done, Sean puts the magazine on the desk. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
328,magazine,Sean,Antonio,desk,bed,"Sean is reading a magazine near the bed. When Sean is done, Sean puts the magazine on the desk. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
329,magazine,Sean,Antonio,bed,desk,"Sean is reading a magazine near the desk. When Sean is done, Sean puts the magazine on the bed. Sean leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
330,magazine,Sean,Pamela,bed,table,"Sean is reading a magazine near the table. When Sean is done, Sean puts the magazine on the bed. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a table. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
331,magazine,Sean,Pamela,table,bed,"Sean is reading a magazine near the bed. When Sean is done, Sean puts the magazine on the table. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a bed. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
332,magazine,Sean,Pamela,table,desk,"Sean is reading a magazine near the desk. When Sean is done, Sean puts the magazine on the table. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a desk. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
333,magazine,Sean,Pamela,desk,table,"Sean is reading a magazine near the table. When Sean is done, Sean puts the magazine on the desk. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a table. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
334,magazine,Sean,Pamela,desk,bed,"Sean is reading a magazine near the bed. When Sean is done, Sean puts the magazine on the desk. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a bed. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
335,magazine,Sean,Pamela,bed,desk,"Sean is reading a magazine near the desk. When Sean is done, Sean puts the magazine on the bed. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine to a desk. Then Sean comes back into the room. Sean thinks the magazine is on the [MASK] .",False belief,End,1,2,1,Explicit
336,book,Antonio,Catherine,bed,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the bed. Catherine comes into the room. Antonio watches Catherine move the book to a table. Antonio thinks the book is on the [MASK] .",True belief,End,1,2,1,Explicit
337,book,Antonio,Catherine,table,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the table. Catherine comes into the room. Antonio watches Catherine move the book to a bed. Antonio thinks the book is on the [MASK] .",True belief,End,1,2,1,Explicit
338,book,Antonio,Catherine,table,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the table. Catherine comes into the room. Antonio watches Catherine move the book to a desk. Antonio thinks the book is on the [MASK] .",True belief,End,1,2,1,Explicit
339,book,Antonio,Catherine,desk,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the desk. Catherine comes into the room. Antonio watches Catherine move the book to a table. Antonio thinks the book is on the [MASK] .",True belief,End,1,2,1,Explicit
