,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
215,11,4,FB-IC,"Maria packed her suitcase to go on holiday and put the tickets in her drawer.  While Maria was showering, her dad moved the tickets to her suitcase. When Maria wanted to check the tickets she looked in the suitcase.",No,Start,End,1,1,3
216,11,4,FB-IC,"Maria passed by the suitcase. Maria packed her suitcase to go on holiday and put the tickets in her drawer.  While Maria was showering, her dad moved the tickets to her suitcase. When Maria wanted to check the tickets she looked in the suitcase.",Yes,End,End,1,2,4
217,11,4,FB-IC,"Maria passed by the drawer. Maria packed her suitcase to go on holiday and put the tickets in her drawer.  While Maria was showering, her dad moved the tickets to her suitcase. When Maria wanted to check the tickets she looked in the suitcase.",Yes,Start,End,2,1,4
218,11,4,FB-IC,"Maria packed her suitcase to go on holiday and put the tickets in her drawer.  While Maria was showering, her dad moved the tickets to her suitcase. Maria was near the drawer. When Maria wanted to check the tickets she looked in the suitcase.",Yes,Start,Start,2,1,4
219,11,4,FB-IC,"Maria packed her suitcase to go on holiday and put the tickets in her drawer.  While Maria was showering, her dad moved the tickets to her suitcase. Maria was near the suitcase. When Maria wanted to check the tickets she looked in the suitcase.",Yes,Start,End,1,2,4
220,12,1,TB-C,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",No,Start,End,1,1,3
221,12,1,TB-C,"Colin passed by the bedroom. Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,End,End,1,2,4
222,12,1,TB-C,"Colin passed by the kitchen. Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,End,2,1,4
223,12,1,TB-C,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. Colin was near the kitchen. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,Start,2,1,4
224,12,1,TB-C,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. Colin was near the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,End,1,2,4
225,12,2,TB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",No,Start,End,1,1,3
226,12,2,TB-IC,"Colin passed by the bedroom. Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,End,End,1,2,4
227,12,2,TB-IC,"Colin passed by the kitchen. Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,End,2,1,4
228,12,2,TB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. Colin was near the kitchen. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,Start,2,1,4
229,12,2,TB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  Later, Colin noticed Angela move the whisky to the bedroom. Colin was near the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,End,1,2,4
230,12,3,FB-C,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",No,Start,End,1,1,3
231,12,3,FB-C,"Colin passed by the bedroom. Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,End,End,1,2,4
232,12,3,FB-C,"Colin passed by the kitchen. Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,End,2,1,4
233,12,3,FB-C,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. Colin was near the kitchen. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,Start,2,1,4
234,12,3,FB-C,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. Colin was near the bedroom. When Colin wanted to drink the whisky he looked in the kitchen.",Yes,Start,End,1,2,4
235,12,4,FB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",No,Start,End,1,1,3
236,12,4,FB-IC,"Colin passed by the bedroom. Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,End,End,1,2,4
237,12,4,FB-IC,"Colin passed by the kitchen. Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,End,2,1,4
238,12,4,FB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. Colin was near the kitchen. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,Start,2,1,4
239,12,4,FB-IC,"Colin bought a bottle of whisky and put it in the kitchen.  While Colin was unaware, Angela moved the whisky to the bedroom. Colin was near the bedroom. When Colin wanted to drink the whisky he looked in the bedroom.",Yes,Start,End,1,2,4
240,13,1,TB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",No,Start,End,1,1,3
241,13,1,TB-C,"Lauren passed by the drawer. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,End,End,1,2,4
242,13,1,TB-C,"Lauren passed by the box. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,End,2,1,4
243,13,1,TB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. Lauren was near the box. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,Start,2,1,4
244,13,1,TB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. Lauren was near the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,End,1,2,4
245,13,2,TB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",No,Start,End,1,1,3
246,13,2,TB-IC,"Lauren passed by the drawer. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,End,End,1,2,4
247,13,2,TB-IC,"Lauren passed by the box. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,Start,End,2,1,4
248,13,2,TB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. Lauren was near the box. When Lauren wanted to find her diary she looked in the box.",Yes,Start,Start,2,1,4
249,13,2,TB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren spied her brother move the diary to the drawer. Lauren was near the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,Start,End,1,2,4
250,13,3,FB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",No,Start,End,1,1,3
251,13,3,FB-C,"Lauren passed by the drawer. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,End,End,1,2,4
252,13,3,FB-C,"Lauren passed by the box. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,Start,End,2,1,4
253,13,3,FB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. Lauren was near the box. When Lauren wanted to find her diary she looked in the box.",Yes,Start,Start,2,1,4
254,13,3,FB-C,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. Lauren was near the drawer. When Lauren wanted to find her diary she looked in the box.",Yes,Start,End,1,2,4
255,13,4,FB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",No,Start,End,1,1,3
256,13,4,FB-IC,"Lauren passed by the drawer. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,End,End,1,2,4
257,13,4,FB-IC,"Lauren passed by the box. Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,End,2,1,4
258,13,4,FB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. Lauren was near the box. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,Start,2,1,4
259,13,4,FB-IC,"Lauren wrote about her day in her diary every night and always kept it in a box.  One day, Lauren’s brother secretly moved the diary to the drawer. Lauren was near the drawer. When Lauren wanted to find her diary she looked in the drawer.",Yes,Start,End,1,2,4
260,14,1,TB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",No,Start,End,1,1,3
261,14,1,TB-C,"Donna passed by the car. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,End,End,1,2,4
262,14,1,TB-C,"Donna passed by the shop. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,End,2,1,4
263,14,1,TB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. Donna was near the shop. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,Start,2,1,4
264,14,1,TB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. Donna was near the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,End,1,2,4
265,14,2,TB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",No,Start,End,1,1,3
266,14,2,TB-IC,"Donna passed by the car. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,End,End,1,2,4
267,14,2,TB-IC,"Donna passed by the shop. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,End,2,1,4
268,14,2,TB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. Donna was near the shop. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,Start,2,1,4
269,14,2,TB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  Later, Donna saw David buy the bracelet and put it in the car. Donna was near the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,End,1,2,4
270,14,3,FB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",No,Start,End,1,1,3
271,14,3,FB-C,"Donna passed by the car. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,End,End,1,2,4
272,14,3,FB-C,"Donna passed by the shop. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,End,2,1,4
273,14,3,FB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. Donna was near the shop. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,Start,2,1,4
274,14,3,FB-C,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. Donna was near the car. When Donna wanted to admire the bracelet again she looked in the shop.",Yes,Start,End,1,2,4
275,14,4,FB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",No,Start,End,1,1,3
276,14,4,FB-IC,"Donna passed by the car. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,End,End,1,2,4
277,14,4,FB-IC,"Donna passed by the shop. Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,End,2,1,4
278,14,4,FB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. Donna was near the shop. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,Start,2,1,4
279,14,4,FB-IC,"Donna and David were shopping and saw a lovely bracelet in a jeweller’s shop.  While Donna was distracted, David bought the bracelet and put it in the car. Donna was near the car. When Donna wanted to admire the bracelet again she looked in the car.",Yes,Start,End,1,2,4
280,15,1,TB-C,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",No,Start,End,1,1,3
281,15,1,TB-C,"Sophie passed by the bedroom. Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,End,End,1,2,4
282,15,1,TB-C,"Sophie passed by the kitchen. Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,End,2,1,4
283,15,1,TB-C,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. Sophie was near the kitchen. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,Start,2,1,4
284,15,1,TB-C,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. Sophie was near the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,End,1,2,4
285,15,2,TB-IC,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",No,Start,End,1,1,3
286,15,2,TB-IC,"Sophie passed by the bedroom. Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,End,End,1,2,4
287,15,2,TB-IC,"Sophie passed by the kitchen. Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,End,2,1,4
288,15,2,TB-IC,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. Sophie was near the kitchen. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,Start,2,1,4
289,15,2,TB-IC,"Sophie returned home from shopping and hung her new dress in her kitchen.  Later, Sophie noticed Katie move the dress to the bedroom. Sophie was near the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,End,1,2,4
290,15,3,FB-C,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",No,Start,End,1,1,3
291,15,3,FB-C,"Sophie passed by the bedroom. Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,End,End,1,2,4
292,15,3,FB-C,"Sophie passed by the kitchen. Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,End,2,1,4
293,15,3,FB-C,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. Sophie was near the kitchen. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,Start,2,1,4
294,15,3,FB-C,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. Sophie was near the bedroom. When Sophie wanted to wear the dress she looked in the kitchen.",Yes,Start,End,1,2,4
295,15,4,FB-IC,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",No,Start,End,1,1,3
296,15,4,FB-IC,"Sophie passed by the bedroom. Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,End,End,1,2,4
297,15,4,FB-IC,"Sophie passed by the kitchen. Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,End,2,1,4
298,15,4,FB-IC,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. Sophie was near the kitchen. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,Start,2,1,4
299,15,4,FB-IC,"Sophie returned home from shopping and hung her new dress in the kitchen.  While Sophie was at work, Katie moved the dress to the bedroom. Sophie was near the bedroom. When Sophie wanted to wear the dress she looked in the bedroom.",Yes,Start,End,1,2,4
300,16,1,TB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",No,Start,End,1,1,3
301,16,1,TB-C,"Vicki passed by the conservatory. Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,End,End,1,2,4
302,16,1,TB-C,"Vicki passed by the kitchen. Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,End,2,1,4
303,16,1,TB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. Vicki was near the kitchen. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,Start,2,1,4
304,16,1,TB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. Vicki was near the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,End,1,2,4
305,16,2,TB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",No,Start,End,1,1,3
306,16,2,TB-IC,"Vicki passed by the conservatory. Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,End,End,1,2,4
307,16,2,TB-IC,"Vicki passed by the kitchen. Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,End,2,1,4
308,16,2,TB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. Vicki was near the kitchen. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,Start,2,1,4
309,16,2,TB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  Later, Vicki saw Graham move the plant to the conservatory. Vicki was near the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,End,1,2,4
310,16,3,FB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",No,Start,End,1,1,3
311,16,3,FB-C,"Vicki passed by the conservatory. Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,End,End,1,2,4
312,16,3,FB-C,"Vicki passed by the kitchen. Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,End,2,1,4
313,16,3,FB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. Vicki was near the kitchen. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,Start,2,1,4
314,16,3,FB-C,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. Vicki was near the conservatory. When Vicki wanted to water the plant she looked in the kitchen.",Yes,Start,End,1,2,4
315,16,4,FB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",No,Start,End,1,1,3
316,16,4,FB-IC,"Vicki passed by the conservatory. Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,End,End,1,2,4
317,16,4,FB-IC,"Vicki passed by the kitchen. Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,End,2,1,4
318,16,4,FB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. Vicki was near the kitchen. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,Start,2,1,4
319,16,4,FB-IC,"Vicki bought a new plant to brighten up the house and put it in the kitchen.  While Vicki was in the bath, Graham moved the plant to the conservatory. Vicki was near the conservatory. When Vicki wanted to water the plant she looked in the conservatory.",Yes,Start,End,1,2,4
320,17,1,TB-C,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the garage.",No,Start,End,1,1,3
321,17,1,TB-C,"Tracy passed by the garage. Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the garage.",Yes,End,End,1,2,4
322,17,1,TB-C,"Tracy passed by the road. Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the garage.",Yes,Start,End,2,1,4
323,17,1,TB-C,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. Tracy was near the road. When Tracy wanted to find her car she looked in the garage.",Yes,Start,Start,2,1,4
324,17,1,TB-C,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. Tracy was near the garage. When Tracy wanted to find her car she looked in the garage.",Yes,Start,End,1,2,4
325,17,2,TB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the road.",No,Start,End,1,1,3
326,17,2,TB-IC,"Tracy passed by the garage. Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the road.",Yes,End,End,1,2,4
327,17,2,TB-IC,"Tracy passed by the road. Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. When Tracy wanted to find her car she looked in the road.",Yes,Start,End,2,1,4
328,17,2,TB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. Tracy was near the road. When Tracy wanted to find her car she looked in the road.",Yes,Start,Start,2,1,4
329,17,2,TB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  Later, Tracy saw a tow truck tow the car to the garage. Tracy was near the garage. When Tracy wanted to find her car she looked in the road.",Yes,Start,End,1,2,4
330,17,3,FB-C,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the road.",No,Start,End,1,1,3
331,17,3,FB-C,"Tracy passed by the garage. Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the road.",Yes,End,End,1,2,4
332,17,3,FB-C,"Tracy passed by the road. Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the road.",Yes,Start,End,2,1,4
333,17,3,FB-C,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. Tracy was near the road. When Tracy wanted to find her car she looked in the road.",Yes,Start,Start,2,1,4
334,17,3,FB-C,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. Tracy was near the garage. When Tracy wanted to find her car she looked in the road.",Yes,Start,End,1,2,4
335,17,4,FB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the garage.",No,Start,End,1,1,3
336,17,4,FB-IC,"Tracy passed by the garage. Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the garage.",Yes,End,End,1,2,4
337,17,4,FB-IC,"Tracy passed by the road. Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. When Tracy wanted to find her car she looked in the garage.",Yes,Start,End,2,1,4
338,17,4,FB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. Tracy was near the road. When Tracy wanted to find her car she looked in the garage.",Yes,Start,Start,2,1,4
339,17,4,FB-IC,"Tracy went to school to collect her daughter and parked her car in the road.  While Tracy was inside, a tow truck towed the car to the garage. Tracy was near the garage. When Tracy wanted to find her car she looked in the garage.",Yes,Start,End,1,2,4
340,18,1,TB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",No,Start,End,1,1,3
