,Unnamed: 0,item,a,b,start,end,passage,condition,first_mention,mentions_start,mentions_end,stim_number,knowledge_cue,log_odds
209,209,book,Marta,Cameron,bed,desk,"Marta is reading a book. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Cameron comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,6.22401188707502
210,210,book,Marta,Antonio,bed,table,"Marta is reading a book. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,4.228286289028672
211,211,book,Marta,Antonio,table,bed,"Marta is reading a book. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,3.8711185057560096
212,212,book,Marta,Antonio,table,desk,"Marta is reading a book. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,7.31610723683361
213,213,book,Marta,Antonio,desk,table,"Marta is reading a book. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,0.27753454048595483
214,214,book,Marta,Antonio,desk,bed,"Marta is reading a book. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,1.3729438775686726
215,215,book,Marta,Antonio,bed,desk,"Marta is reading a book. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,Start,1,1,1,Explicit,6.581851536130397
216,216,magazine,Marta,Ben,bed,table,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a table. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,3.640521045952714
217,217,magazine,Marta,Ben,table,bed,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,5.398089398179782
218,218,magazine,Marta,Ben,table,desk,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,8.163370108169026
219,219,magazine,Marta,Ben,desk,table,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a table. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,-0.13838193695772671
220,220,magazine,Marta,Ben,desk,bed,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,1.8295154690477444
221,221,magazine,Marta,Ben,bed,desk,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,6.68817808389653
222,222,magazine,Marta,Antonio,bed,table,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,4.128960638904822
223,223,magazine,Marta,Antonio,table,bed,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,6.563588072068397
224,224,magazine,Marta,Antonio,table,desk,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,8.872161894453411
225,225,magazine,Marta,Antonio,desk,table,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,-0.4891891618592628
226,226,magazine,Marta,Antonio,desk,bed,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,1.9025249851520845
227,227,magazine,Marta,Antonio,bed,desk,"Marta is reading a magazine. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,7.521315557581019
228,228,magazine,Tyler,Antonio,bed,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,5.358652113693829
229,229,magazine,Tyler,Antonio,table,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,7.104046803960253
230,230,magazine,Tyler,Antonio,table,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,9.362373322554975
231,231,magazine,Tyler,Antonio,desk,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,1.4598703227594974
232,232,magazine,Tyler,Antonio,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,2.9385214357676293
233,233,magazine,Tyler,Antonio,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,8.322753903155053
234,234,magazine,Tyler,Emily,bed,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,4.830278403817629
235,235,magazine,Tyler,Emily,table,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,6.307516097679721
236,236,magazine,Tyler,Emily,table,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,9.1799240339517
237,237,magazine,Tyler,Emily,desk,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a table. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,1.4020948112593603
238,238,magazine,Tyler,Emily,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a bed. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,2.1870889963578546
239,239,magazine,Tyler,Emily,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Emily comes in and moves the magazine to a desk. Then Tyler comes back into the room. Tyler thinks the magazine is on the [MASK] .",False belief,Start,1,1,1,Explicit,7.567728535229371
240,240,book,Ben,Cameron,bed,table,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Cameron comes into the room. Ben watches Cameron move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.205780932887992
241,241,book,Ben,Cameron,table,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Cameron comes into the room. Ben watches Cameron move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.9341315938704278
242,242,book,Ben,Cameron,table,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Cameron comes into the room. Ben watches Cameron move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.448554973072567
243,243,book,Ben,Cameron,desk,table,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Cameron comes into the room. Ben watches Cameron move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.919798895219612
244,244,book,Ben,Cameron,desk,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Cameron comes into the room. Ben watches Cameron move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.22034077705994096
245,245,book,Ben,Cameron,bed,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Cameron comes into the room. Ben watches Cameron move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.446826927688994
246,246,book,Ben,Pamela,bed,table,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Pamela comes into the room. Ben watches Pamela move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.705232695762012
247,247,book,Ben,Pamela,table,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Pamela comes into the room. Ben watches Pamela move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.6496105673344803
248,248,book,Ben,Pamela,table,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the table. Pamela comes into the room. Ben watches Pamela move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.813729340968468
249,249,book,Ben,Pamela,desk,table,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Pamela comes into the room. Ben watches Pamela move the book to a table. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,-1.2968149731127898
250,250,book,Ben,Pamela,desk,bed,"Ben is reading a book. When Ben is done, Ben puts the book on the desk. Pamela comes into the room. Ben watches Pamela move the book to a bed. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,0.5541266793022116
251,251,book,Ben,Pamela,bed,desk,"Ben is reading a book. When Ben is done, Ben puts the book on the bed. Pamela comes into the room. Ben watches Pamela move the book to a desk. Ben thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.253816143660666
252,252,book,Sonja,Pamela,bed,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. Pamela comes into the room. Sonja watches Pamela move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.9145498420017173
253,253,book,Sonja,Pamela,table,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. Pamela comes into the room. Sonja watches Pamela move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.190366715998774
254,254,book,Sonja,Pamela,table,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. Pamela comes into the room. Sonja watches Pamela move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.284447706063407
255,255,book,Sonja,Pamela,desk,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. Pamela comes into the room. Sonja watches Pamela move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,-1.4765262226343574
256,256,book,Sonja,Pamela,desk,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. Pamela comes into the room. Sonja watches Pamela move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,0.14770220634161088
257,257,book,Sonja,Pamela,bed,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. Pamela comes into the room. Sonja watches Pamela move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.740845176602872
258,258,book,Sonja,James,bed,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. James comes into the room. Sonja watches James move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.3882378636432984
259,259,book,Sonja,James,table,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. James comes into the room. Sonja watches James move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.018763466602303
260,260,book,Sonja,James,table,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the table. James comes into the room. Sonja watches James move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.739698898155553
261,261,book,Sonja,James,desk,table,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. James comes into the room. Sonja watches James move the book to a table. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.916045164143487
262,262,book,Sonja,James,desk,bed,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the desk. James comes into the room. Sonja watches James move the book to a bed. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.1088886507331874
263,263,book,Sonja,James,bed,desk,"Sonja is reading a book. When Sonja is done, Sonja puts the book on the bed. James comes into the room. Sonja watches James move the book to a desk. Sonja thinks the book is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.034376631619283
264,264,magazine,Lisa,Ben,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Lisa watches Ben move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.711342845763566
265,265,magazine,Lisa,Ben,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Lisa watches Ben move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.2469673429116788
266,266,magazine,Lisa,Ben,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Lisa watches Ben move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.867369652109112
267,267,magazine,Lisa,Ben,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Lisa watches Ben move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.7769813592479216
268,268,magazine,Lisa,Ben,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Lisa watches Ben move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.298740398018314
269,269,magazine,Lisa,Ben,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Lisa watches Ben move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.881267578560863
270,270,magazine,Lisa,Emily,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Emily comes into the room. Lisa watches Emily move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.1081552847779714
271,271,magazine,Lisa,Emily,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Emily comes into the room. Lisa watches Emily move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.264698977817743
272,272,magazine,Lisa,Emily,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Emily comes into the room. Lisa watches Emily move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,6.057208515237007
273,273,magazine,Lisa,Emily,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Emily comes into the room. Lisa watches Emily move the magazine to a table. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.25158790887301297
274,274,magazine,Lisa,Emily,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Emily comes into the room. Lisa watches Emily move the magazine to a bed. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.2106027575974438
275,275,magazine,Lisa,Emily,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Emily comes into the room. Lisa watches Emily move the magazine to a desk. Lisa thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,5.052518340023575
276,276,magazine,Sonja,Tyler,bed,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Tyler comes into the room. Sonja watches Tyler move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,0.652340914788303
277,277,magazine,Sonja,Tyler,table,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Tyler comes into the room. Sonja watches Tyler move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,4.0214576930072585
278,278,magazine,Sonja,Tyler,table,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Tyler comes into the room. Sonja watches Tyler move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.963595372424387
279,279,magazine,Sonja,Tyler,desk,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Tyler comes into the room. Sonja watches Tyler move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.06774995289906582
280,280,magazine,Sonja,Tyler,desk,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Tyler comes into the room. Sonja watches Tyler move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.125452013495794
281,281,magazine,Sonja,Tyler,bed,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Tyler comes into the room. Sonja watches Tyler move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.304274535593888
282,282,magazine,Sonja,Marta,bed,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Marta comes into the room. Sonja watches Marta move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.123666807470456
283,283,magazine,Sonja,Marta,table,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Marta comes into the room. Sonja watches Marta move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,2.505525142853139
284,284,magazine,Sonja,Marta,table,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the table. Marta comes into the room. Sonja watches Marta move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,3.315667131719074
285,285,magazine,Sonja,Marta,desk,table,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Marta comes into the room. Sonja watches Marta move the magazine to a table. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,-0.3918362072877404
286,286,magazine,Sonja,Marta,desk,bed,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the desk. Marta comes into the room. Sonja watches Marta move the magazine to a bed. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.1488118437482095
287,287,magazine,Sonja,Marta,bed,desk,"Sonja is reading a magazine. When Sonja is done, Sonja puts the magazine on the bed. Marta comes into the room. Sonja watches Marta move the magazine to a desk. Sonja thinks the magazine is on the [MASK] .",True belief,Start,1,1,1,Explicit,1.7095756302352854
288,288,book,Ben,Pamela,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,2.9862432645094312
289,289,book,Ben,Pamela,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,2.602193799015403
290,290,book,Ben,Pamela,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,4.754124712344336
291,291,book,Ben,Pamela,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-2.023640677198729
292,292,book,Ben,Pamela,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-0.3556003986217375
293,293,book,Ben,Pamela,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Pamela comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,5.4419603402902625
294,294,book,Ben,Catherine,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,3.3697976575413224
295,295,book,Ben,Catherine,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,1.6617573870362268
296,296,book,Ben,Catherine,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,3.926282897593775
297,297,book,Ben,Catherine,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a table. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-1.6263379284402582
298,298,book,Ben,Catherine,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a bed. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-0.6691513807315896
299,299,book,Ben,Catherine,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Catherine comes in and moves the book to a desk. Then Ben comes back into the room. Ben thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,5.079170250052094
300,300,book,Marta,James,bed,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,3.2206754306817253
301,301,book,Marta,James,table,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,3.031250072158147
302,302,book,Marta,James,table,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,4.231648399221431
303,303,book,Marta,James,desk,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-2.1873560730652195
304,304,book,Marta,James,desk,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-0.2360058383943883
305,305,book,Marta,James,bed,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,4.823768584909392
306,306,book,Marta,Lisa,bed,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the bed. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,3.2019672692660905
307,307,book,Marta,Lisa,table,bed,"Marta is reading a book near the bed. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a bed. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,2.843088178019902
308,308,book,Marta,Lisa,table,desk,"Marta is reading a book near the desk. When Marta is done, Marta puts the book on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a desk. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,4.048165274199719
309,309,book,Marta,Lisa,desk,table,"Marta is reading a book near the table. When Marta is done, Marta puts the book on the desk. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the book to a table. Then Marta comes back into the room. Marta thinks the book is on the [MASK] .",False belief,End,1,2,1,Explicit,-2.137496969332159
