,Unnamed: 0,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences,probability,belief,consistency,final_word,masked_passages
777,777,39,4,FB-IC,"Lynette passed by the piano. Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the table.",Yes,Start,End,2,1,4,0.005889611318707467,FB,IC,table,"Lynette passed by the piano. Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
778,778,39,4,FB-IC,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. Lynette was near the piano. When Lynette wanted to admire the flowers she looked on the table.",Yes,Start,Start,2,1,4,0.0009928722865879534,FB,IC,table,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. Lynette was near the piano. When Lynette wanted to admire the flowers she looked on the [MASK] ."
779,779,39,4,FB-IC,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. Lynette was near the table. When Lynette wanted to admire the flowers she looked on the table.",Yes,Start,End,1,2,4,0.7291869521141052,FB,IC,table,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. Lynette was near the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
780,780,40,1,TB-C,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",No,Start,End,1,1,3,0.33803197741508484,TB,C,sink,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
781,781,40,1,TB-C,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,End,End,1,2,4,0.01119863986968994,TB,C,sink,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
782,782,40,1,TB-C,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,End,2,1,4,0.02986140735447407,TB,C,sink,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
783,783,40,1,TB-C,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,Start,2,1,4,0.025218993425369266,TB,C,sink,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the [MASK] ."
784,784,40,1,TB-C,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,End,1,2,4,0.1240813061594963,TB,C,sink,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
785,785,40,2,TB-IC,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",No,Start,End,1,1,3,0.003522922983393073,TB,IC,trolley,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
786,786,40,2,TB-IC,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,End,End,1,2,4,0.22440993785858157,TB,IC,trolley,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
787,787,40,2,TB-IC,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,End,2,1,4,0.032893333584070206,TB,IC,trolley,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
788,788,40,2,TB-IC,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,Start,2,1,4,0.045511245727539056,TB,IC,trolley,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the [MASK] ."
789,789,40,2,TB-IC,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,End,1,2,4,0.0005025350255891683,TB,IC,trolley,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
790,790,40,3,FB-C,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",No,Start,End,1,1,3,0.0012180967023596165,FB,C,trolley,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
791,791,40,3,FB-C,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,End,End,1,2,4,0.014793760143220426,FB,C,trolley,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
792,792,40,3,FB-C,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,End,2,1,4,0.001038472051732242,FB,C,trolley,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
793,793,40,3,FB-C,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,Start,2,1,4,0.05427084490656852,FB,C,trolley,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the [MASK] ."
794,794,40,3,FB-C,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the trolley.",Yes,Start,End,1,2,4,0.000794679392129183,FB,C,trolley,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
795,795,40,4,FB-IC,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",No,Start,End,1,1,3,0.31496575474739075,FB,IC,sink,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
796,796,40,4,FB-IC,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,End,End,1,2,4,0.010463275015354153,FB,IC,sink,"The nurse passed by the sink. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
797,797,40,4,FB-IC,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,End,2,1,4,0.009383013471961018,FB,IC,sink,"The nurse passed by the trolley. The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
798,798,40,4,FB-IC,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,Start,2,1,4,0.04551317542791366,FB,IC,sink,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the trolley. When the nurse wanted to check the syringe she looked in the [MASK] ."
799,799,40,4,FB-IC,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the sink.",Yes,Start,End,1,2,4,0.44269588589668274,FB,IC,sink,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. The nurse was near the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
800,800,41,1,TB-C,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",No,Start,End,1,1,3,0.04813039675354957,TB,C,van,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
801,801,41,1,TB-C,"The postman passed by the van. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",Yes,End,End,1,2,4,0.5535807013511658,TB,C,van,"The postman passed by the van. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
802,802,41,1,TB-C,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,End,2,1,4,0.10703551024198531,TB,C,van,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
803,803,41,1,TB-C,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,Start,2,1,4,0.013863809406757351,TB,C,van,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the [MASK] ."
804,804,41,1,TB-C,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,End,1,2,4,0.691024124622345,TB,C,van,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
805,805,41,2,TB-IC,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",No,Start,End,1,1,3,0.027083795517683033,TB,IC,bag,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
806,806,41,2,TB-IC,"The postman passed by the van. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,End,End,1,2,4,0.06258773803710936,TB,IC,bag,"The postman passed by the van. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
807,807,41,2,TB-IC,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,End,2,1,4,0.5983766913414001,TB,IC,bag,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
808,808,41,2,TB-IC,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,Start,2,1,4,0.6641896963119507,TB,IC,bag,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the [MASK] ."
809,809,41,2,TB-IC,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,End,1,2,4,0.0035947358701378107,TB,IC,bag,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
810,810,41,3,FB-C,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",No,Start,End,1,1,3,0.043488439172506325,FB,C,bag,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
811,811,41,3,FB-C,"The postman passed by the van. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,End,End,1,2,4,0.08112518489360808,FB,C,bag,"The postman passed by the van. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
812,812,41,3,FB-C,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,End,2,1,4,0.3221856355667115,FB,C,bag,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
813,813,41,3,FB-C,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,Start,2,1,4,0.9741111397743225,FB,C,bag,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the [MASK] ."
814,814,41,3,FB-C,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the bag.",Yes,Start,End,1,2,4,0.023461306467652324,FB,C,bag,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
815,815,41,4,FB-IC,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",No,Start,End,1,1,3,0.39723077416419983,FB,IC,van,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
816,816,41,4,FB-IC,"The postman passed by the van. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",Yes,End,End,1,2,4,0.6012844443321228,FB,IC,van,"The postman passed by the van. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
817,817,41,4,FB-IC,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,End,2,1,4,0.3473227620124817,FB,IC,van,"The postman passed by the bag. The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
818,818,41,4,FB-IC,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,Start,2,1,4,0.0024894149973988537,FB,IC,van,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the bag. When the postman wanted to examine the parcel he looked in the [MASK] ."
819,819,41,4,FB-IC,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the van.",Yes,Start,End,1,2,4,0.8205268383026123,FB,IC,van,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. The postman was near the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
820,820,42,1,TB-C,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",No,Start,End,1,1,3,2.8196647690492682e-05,TB,C,rucksack,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
821,821,42,1,TB-C,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,End,End,1,2,4,2.5152159651042873e-05,TB,C,rucksack,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
822,822,42,1,TB-C,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,End,2,1,4,6.78454816807062e-05,TB,C,rucksack,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
823,823,42,1,TB-C,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,Start,2,1,4,8.59930660226383e-05,TB,C,rucksack,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the [MASK] ."
824,824,42,1,TB-C,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,End,1,2,4,2.295688864251133e-05,TB,C,rucksack,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
825,825,42,2,TB-IC,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",No,Start,End,1,1,3,0.19125206768512726,TB,IC,drawer,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
826,826,42,2,TB-IC,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,End,End,1,2,4,0.12633872032165527,TB,IC,drawer,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
827,827,42,2,TB-IC,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,End,2,1,4,0.13626545667648315,TB,IC,drawer,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
828,828,42,2,TB-IC,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,Start,2,1,4,0.16818949580192566,TB,IC,drawer,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the [MASK] ."
829,829,42,2,TB-IC,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,End,1,2,4,0.27453380823135376,TB,IC,drawer,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
830,830,42,3,FB-C,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",No,Start,End,1,1,3,0.3517189919948578,FB,C,drawer,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
831,831,42,3,FB-C,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,End,End,1,2,4,0.5229853987693787,FB,C,drawer,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
832,832,42,3,FB-C,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,End,2,1,4,0.7986953854560852,FB,C,drawer,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
833,833,42,3,FB-C,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,Start,2,1,4,0.9662594795227051,FB,C,drawer,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the [MASK] ."
834,834,42,3,FB-C,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the drawer.",Yes,Start,End,1,2,4,0.7002919316291809,FB,C,drawer,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
835,835,42,4,FB-IC,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",No,Start,End,1,1,3,1.219344267155976e-05,FB,IC,rucksack,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
836,836,42,4,FB-IC,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,End,End,1,2,4,1.2522939869086255e-05,FB,IC,rucksack,"The teacher passed by the rucksack. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
837,837,42,4,FB-IC,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,End,2,1,4,2.1698937416658744e-05,FB,IC,rucksack,"The teacher passed by the drawer. The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
838,838,42,4,FB-IC,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,Start,2,1,4,5.314808504408579e-07,FB,IC,rucksack,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the drawer. When the teacher wanted the exam paper she looked in the [MASK] ."
839,839,42,4,FB-IC,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the rucksack.",Yes,Start,End,1,2,4,1.0022654350905208e-05,FB,IC,rucksack,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. The teacher was near the rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
840,840,43,1,TB-C,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the shelf.",No,Start,End,1,1,3,0.2827616035938263,TB,C,shelf,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
841,841,43,1,TB-C,"The dentist passed by the shelf. The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the shelf.",Yes,End,End,1,2,4,0.658470869064331,TB,C,shelf,"The dentist passed by the shelf. The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
842,842,43,1,TB-C,"The dentist passed by the table. The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the shelf.",Yes,Start,End,2,1,4,0.04827861115336419,TB,C,shelf,"The dentist passed by the table. The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
843,843,43,1,TB-C,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. The dentist was near the table. When the dentist wanted to use the drill he looked on the shelf.",Yes,Start,Start,2,1,4,0.0022422508336603646,TB,C,shelf,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. The dentist was near the table. When the dentist wanted to use the drill he looked on the [MASK] ."
