,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
119,30,4,FB-IC,"Sophia flicked through the journal then put it on the chair.  While Sophia was distracted, the librarian moved the journal to the shelf. When Sophia wanted to read the journal she looked on the shelf.",0.08692774176597595,FB,IC,shelf,"Sophia flicked through the journal then put it on the chair.  While Sophia was distracted, the librarian moved the journal to the shelf. When Sophia wanted to read the journal she looked on the [MASK] ."
120,31,1,TB-C,"Isobel entered the beautician’s room and put her jewellery on the window.  Later, Isobel spotted the therapist move the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the chair.",0.01365422643721104,TB,C,chair,"Isobel entered the beautician’s room and put her jewellery on the window.  Later, Isobel spotted the therapist move the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the [MASK] ."
121,31,2,TB-IC,"Isobel entered the beautician’s room and put her jewellery on the window.  Later, Isobel spotted the therapist move the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the window.",0.7226445078849792,TB,IC,window,"Isobel entered the beautician’s room and put her jewellery on the window.  Later, Isobel spotted the therapist move the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the [MASK] ."
122,31,3,FB-C,"Isobel entered the beautician’s room and put her jewellery on the window.  Without Isobel’s knowledge, the therapist moved the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the window.",0.5852661728858948,FB,C,window,"Isobel entered the beautician’s room and put her jewellery on the window.  Without Isobel’s knowledge, the therapist moved the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the [MASK] ."
123,31,4,FB-IC,"Isobel entered the beautician’s room and put her jewellery on the window.  Without Isobel’s knowledge, the therapist moved the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the chair.",0.0013493548613041635,FB,IC,chair,"Isobel entered the beautician’s room and put her jewellery on the window.  Without Isobel’s knowledge, the therapist moved the jewellery to the chair. When Isobel wanted to put her jewellery back on she looked on the [MASK] ."
124,32,1,TB-C,"Tom turned off the television and put the remote control on the sofa.  Later, Tom saw Susan move the remote control to the table. When Tom wanted to use the remote control he looked on the table.",0.5573396682739258,TB,C,table,"Tom turned off the television and put the remote control on the sofa.  Later, Tom saw Susan move the remote control to the table. When Tom wanted to use the remote control he looked on the [MASK] ."
125,32,2,TB-IC,"Tom turned off the television and put the remote control on the sofa.  Later, Tom saw Susan move the remote control to the table. When Tom wanted to use the remote control he looked on the sofa.",0.004097517114132642,TB,IC,sofa,"Tom turned off the television and put the remote control on the sofa.  Later, Tom saw Susan move the remote control to the table. When Tom wanted to use the remote control he looked on the [MASK] ."
126,32,3,FB-C,"Tom turned off the television and put the remote control on the sofa.  While Tom was unaware, Susan moved the remote control to the table. When Tom wanted to use the remote control he looked on the sofa.",0.0009040351724252103,FB,C,sofa,"Tom turned off the television and put the remote control on the sofa.  While Tom was unaware, Susan moved the remote control to the table. When Tom wanted to use the remote control he looked on the [MASK] ."
127,32,4,FB-IC,"Tom turned off the television and put the remote control on the sofa.  While Tom was unaware, Susan moved the remote control to the table. When Tom wanted to use the remote control he looked on the table.",0.6932139992713928,FB,IC,table,"Tom turned off the television and put the remote control on the sofa.  While Tom was unaware, Susan moved the remote control to the table. When Tom wanted to use the remote control he looked on the [MASK] ."
128,33,1,TB-C,"Tristan poured his coffee and put the mug in the study.  Later, Tristan noticed his Mum move the mug to the kitchen. When Tristan wanted to find his mug he looked in the kitchen.",0.29869186878204346,TB,C,kitchen,"Tristan poured his coffee and put the mug in the study.  Later, Tristan noticed his Mum move the mug to the kitchen. When Tristan wanted to find his mug he looked in the [MASK] ."
129,33,2,TB-IC,"Tristan poured his coffee and put the mug in the study.  Later, Tristan noticed his Mum move the mug to the kitchen. When Tristan wanted to find his mug he looked in the study.",0.20143961906433105,TB,IC,study,"Tristan poured his coffee and put the mug in the study.  Later, Tristan noticed his Mum move the mug to the kitchen. When Tristan wanted to find his mug he looked in the [MASK] ."
130,33,3,FB-C,"Tristan poured his coffee and put the mug in the study.  While Tristan was not looking, his Mum moved the mug to the kitchen. When Tristan wanted to find his mug he looked in the study.",0.6605633497238159,FB,C,study,"Tristan poured his coffee and put the mug in the study.  While Tristan was not looking, his Mum moved the mug to the kitchen. When Tristan wanted to find his mug he looked in the [MASK] ."
131,33,4,FB-IC,"Tristan poured his coffee and put the mug in the study.  While Tristan was not looking, his Mum moved the mug to the kitchen. When Tristan wanted to find his mug he looked in the kitchen.",0.1298793852329254,FB,IC,kitchen,"Tristan poured his coffee and put the mug in the study.  While Tristan was not looking, his Mum moved the mug to the kitchen. When Tristan wanted to find his mug he looked in the [MASK] ."
132,34,1,TB-C,"Liz took off her jeans and put them on her bed.  Later, Liz spotted Ellie move the jeans to the chair. When Liz wanted to wear the jeans she looked on the chair.",0.03244683519005775,TB,C,chair,"Liz took off her jeans and put them on her bed.  Later, Liz spotted Ellie move the jeans to the chair. When Liz wanted to wear the jeans she looked on the [MASK] ."
133,34,2,TB-IC,"Liz took off her jeans and put them on her bed.  Later, Liz spotted Ellie move the jeans to the chair. When Liz wanted to wear the jeans she looked on the bed.",0.005489892326295376,TB,IC,bed,"Liz took off her jeans and put them on her bed.  Later, Liz spotted Ellie move the jeans to the chair. When Liz wanted to wear the jeans she looked on the [MASK] ."
134,34,3,FB-C,"Liz took off her jeans and put them on her bed.  While Liz was preoccupied, Ellie moved the jeans to the chair. When Liz wanted to wear the jeans she looked on the bed.",0.0033441376872360706,FB,C,bed,"Liz took off her jeans and put them on her bed.  While Liz was preoccupied, Ellie moved the jeans to the chair. When Liz wanted to wear the jeans she looked on the [MASK] ."
135,34,4,FB-IC,"Liz took off her jeans and put them on her bed.  While Liz was preoccupied, Ellie moved the jeans to the chair. When Liz wanted to wear the jeans she looked on the chair.",0.1624528020620346,FB,IC,chair,"Liz took off her jeans and put them on her bed.  While Liz was preoccupied, Ellie moved the jeans to the chair. When Liz wanted to wear the jeans she looked on the [MASK] ."
136,35,1,TB-C,"Matthew sent the text message and put his mobile phone on the floor.  Later, Matthew noticed Ryan move the mobile to the table. When Matthew wanted to check his mobile he looked on the table.",0.585118293762207,TB,C,table,"Matthew sent the text message and put his mobile phone on the floor.  Later, Matthew noticed Ryan move the mobile to the table. When Matthew wanted to check his mobile he looked on the [MASK] ."
137,35,2,TB-IC,"Matthew sent the text message and put his mobile phone on the floor.  Later, Matthew noticed Ryan move the mobile to the table. When Matthew wanted to check his mobile he looked on the floor.",0.12306984513998033,TB,IC,floor,"Matthew sent the text message and put his mobile phone on the floor.  Later, Matthew noticed Ryan move the mobile to the table. When Matthew wanted to check his mobile he looked on the [MASK] ."
138,35,3,FB-C,"Matthew sent the text message and put his mobile phone on the floor.  While Matthew was distracted, Ryan moved the mobile to the table. When Matthew wanted to check his mobile he looked on the floor.",0.10574577748775482,FB,C,floor,"Matthew sent the text message and put his mobile phone on the floor.  While Matthew was distracted, Ryan moved the mobile to the table. When Matthew wanted to check his mobile he looked on the [MASK] ."
139,35,4,FB-IC,"Matthew sent the text message and put his mobile phone on the floor.  While Matthew was distracted, Ryan moved the mobile to the table. When Matthew wanted to check his mobile he looked on the table.",0.3847538232803345,FB,IC,table,"Matthew sent the text message and put his mobile phone on the floor.  While Matthew was distracted, Ryan moved the mobile to the table. When Matthew wanted to check his mobile he looked on the [MASK] ."
140,36,1,TB-C,"Euan finished playing with his toy train and put it in the toy box.  Later, Euan spied his Mum move the train to the drawer. When Euan wanted to play with his train he looked in the drawer.",0.12233099341392518,TB,C,drawer,"Euan finished playing with his toy train and put it in the toy box.  Later, Euan spied his Mum move the train to the drawer. When Euan wanted to play with his train he looked in the [MASK] ."
141,36,2,TB-IC,"Euan finished playing with his toy train and put it in the toy box.  Later, Euan spied his Mum move the train to the drawer. When Euan wanted to play with his train he looked in the box.",0.007764619309455154,TB,IC,box,"Euan finished playing with his toy train and put it in the toy box.  Later, Euan spied his Mum move the train to the drawer. When Euan wanted to play with his train he looked in the [MASK] ."
142,36,3,FB-C,"Euan finished playing with his toy train and put it in the toy box.  While Euan was eating dinner, his Mum moved the train to the drawer. When Euan wanted to play with his train he looked in the box.",0.002398919779807329,FB,C,box,"Euan finished playing with his toy train and put it in the toy box.  While Euan was eating dinner, his Mum moved the train to the drawer. When Euan wanted to play with his train he looked in the [MASK] ."
143,36,4,FB-IC,"Euan finished playing with his toy train and put it in the toy box.  While Euan was eating dinner, his Mum moved the train to the drawer. When Euan wanted to play with his train he looked in the drawer.",0.43424496054649353,FB,IC,drawer,"Euan finished playing with his toy train and put it in the toy box.  While Euan was eating dinner, his Mum moved the train to the drawer. When Euan wanted to play with his train he looked in the [MASK] ."
144,37,1,TB-C,"Emily listened to the CD and left it in the stereo.  Later, Emily saw Rebecca move the CD to the rack. When Emily wanted to listen to the CD she looked in the rack.",0.0002452383050695061,TB,C,rack,"Emily listened to the CD and left it in the stereo.  Later, Emily saw Rebecca move the CD to the rack. When Emily wanted to listen to the CD she looked in the [MASK] ."
145,37,2,TB-IC,"Emily listened to the CD and left it in the stereo.  Later, Emily saw Rebecca move the CD to the rack. When Emily wanted to listen to the CD she looked in the stereo.",0.2030038684606552,TB,IC,stereo,"Emily listened to the CD and left it in the stereo.  Later, Emily saw Rebecca move the CD to the rack. When Emily wanted to listen to the CD she looked in the [MASK] ."
146,37,3,FB-C,"Emily listened to the CD and left it in the stereo.  While Emily was unaware, Rebecca moved the CD to the rack. When Emily wanted to listen to the CD she looked in the stereo.",0.05856526270508766,FB,C,stereo,"Emily listened to the CD and left it in the stereo.  While Emily was unaware, Rebecca moved the CD to the rack. When Emily wanted to listen to the CD she looked in the [MASK] ."
147,37,4,FB-IC,"Emily listened to the CD and left it in the stereo.  While Emily was unaware, Rebecca moved the CD to the rack. When Emily wanted to listen to the CD she looked in the rack.",0.00023099246027413772,FB,IC,rack,"Emily listened to the CD and left it in the stereo.  While Emily was unaware, Rebecca moved the CD to the rack. When Emily wanted to listen to the CD she looked in the [MASK] ."
148,38,1,TB-C,"Katie signed the big cheque and put it on the table.  Later, Katie observed the cleaning lady move the cheque to the television. When Katie wanted to collect the cheque she looked on the television.",0.046474073082208626,TB,C,television,"Katie signed the big cheque and put it on the table.  Later, Katie observed the cleaning lady move the cheque to the television. When Katie wanted to collect the cheque she looked on the [MASK] ."
149,38,2,TB-IC,"Katie signed the big cheque and put it on the table.  Later, Katie observed the cleaning lady move the cheque to the television. When Katie wanted to collect the cheque she looked on the table.",0.2272341102361679,TB,IC,table,"Katie signed the big cheque and put it on the table.  Later, Katie observed the cleaning lady move the cheque to the television. When Katie wanted to collect the cheque she looked on the [MASK] ."
150,38,3,FB-C,"Katie signed the big cheque and put it on the table.  While Katie was preoccupied, the cleaning lady moved the cheque to the television. When Katie wanted to collect the cheque she looked on the table.",0.18586204946041107,FB,C,table,"Katie signed the big cheque and put it on the table.  While Katie was preoccupied, the cleaning lady moved the cheque to the television. When Katie wanted to collect the cheque she looked on the [MASK] ."
151,38,4,FB-IC,"Katie signed the big cheque and put it on the table.  While Katie was preoccupied, the cleaning lady moved the cheque to the television. When Katie wanted to collect the cheque she looked on the television.",0.03176648169755936,FB,IC,television,"Katie signed the big cheque and put it on the table.  While Katie was preoccupied, the cleaning lady moved the cheque to the television. When Katie wanted to collect the cheque she looked on the [MASK] ."
152,39,1,TB-C,"Lynette arranged the wedding flowers and put them on the piano.  Later, Lynette spied Gary move the flowers to the table. When Lynette wanted to admire the flowers she looked on the table.",0.03553697466850281,TB,C,table,"Lynette arranged the wedding flowers and put them on the piano.  Later, Lynette spied Gary move the flowers to the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
153,39,2,TB-IC,"Lynette arranged the wedding flowers and put them on the piano.  Later, Lynette spied Gary move the flowers to the table. When Lynette wanted to admire the flowers she looked on the piano.",0.7670162320137024,TB,IC,piano,"Lynette arranged the wedding flowers and put them on the piano.  Later, Lynette spied Gary move the flowers to the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
154,39,3,FB-C,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the piano.",0.5700064897537231,FB,C,piano,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
155,39,4,FB-IC,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the table.",0.08608462661504747,FB,IC,table,"Lynette arranged the wedding flowers and put them on the piano.  While Lynette was sidetracked, Gary moved the flowers to the table. When Lynette wanted to admire the flowers she looked on the [MASK] ."
156,40,1,TB-C,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",0.33803197741508484,TB,C,sink,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
157,40,2,TB-IC,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",0.003522922983393073,TB,IC,trolley,"The nurse administered the injection and put the syringe in the trolley.  Later, the nurse noticed Simon move the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
158,40,3,FB-C,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the trolley.",0.0012180967023596165,FB,C,trolley,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
159,40,4,FB-IC,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the sink.",0.31496575474739075,FB,IC,sink,"The nurse administered the injection and put the syringe in the trolley.  While the nurse was distracted, Simon moved the syringe to the sink. When the nurse wanted to check the syringe she looked in the [MASK] ."
160,41,1,TB-C,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",0.04813039675354957,TB,C,van,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
161,41,2,TB-IC,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",0.027083795517683033,TB,IC,bag,"The postman collected the parcel and put it in his bag.  Later, the postman witnessed a mischievous child move the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
162,41,3,FB-C,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the bag.",0.043488439172506325,FB,C,bag,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
163,41,4,FB-IC,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the van.",0.39723077416419983,FB,IC,van,"The postman collected the parcel and put it in his bag.  While the postman was preoccupied, a mischievous child moved the parcel to the van. When the postman wanted to examine the parcel he looked in the [MASK] ."
164,42,1,TB-C,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",2.8196647690492682e-05,TB,C,rucksack,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
165,42,2,TB-IC,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",0.19125206768512726,TB,IC,drawer,"The teacher folded the exam paper and put it in her drawer.  Later, the teacher watched a pupil move the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
166,42,3,FB-C,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the drawer.",0.3517189919948578,FB,C,drawer,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
167,42,4,FB-IC,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the rucksack.",1.219344267155976e-05,FB,IC,rucksack,"The teacher folded the exam paper and put it in her drawer.  While the teacher was not looking, a pupil moved the exam paper to her rucksack. When the teacher wanted the exam paper she looked in the [MASK] ."
168,43,1,TB-C,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the shelf.",0.2827616035938263,TB,C,shelf,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
169,43,2,TB-IC,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the table.",0.03311720117926598,TB,IC,table,"The dentist cleaned the drill and put it on the table.  Later, the dentist spotted the nurse move the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
170,43,3,FB-C,"The dentist cleaned the drill and put it on the table.  While the dentist was busy, the nurse moved the drill to the shelf. When the dentist wanted to use the drill he looked on the table.",0.021879939362406734,FB,C,table,"The dentist cleaned the drill and put it on the table.  While the dentist was busy, the nurse moved the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
171,43,4,FB-IC,"The dentist cleaned the drill and put it on the table.  While the dentist was busy, the nurse moved the drill to the shelf. When the dentist wanted to use the drill he looked on the shelf.",0.44083014130592346,FB,IC,shelf,"The dentist cleaned the drill and put it on the table.  While the dentist was busy, the nurse moved the drill to the shelf. When the dentist wanted to use the drill he looked on the [MASK] ."
172,44,1,TB-C,"The vet wrote out the customer’s bill and left it in his office.  Later, the vet saw Erin move the bill to the reception. When the vet wanted to post the bill he looked in the reception.",0.008006728254258636,TB,C,reception,"The vet wrote out the customer’s bill and left it in his office.  Later, the vet saw Erin move the bill to the reception. When the vet wanted to post the bill he looked in the [MASK] ."
173,44,2,TB-IC,"The vet wrote out the customer’s bill and left it in his office.  Later, the vet saw Erin move the bill to the reception. When the vet wanted to post the bill he looked in the office.",0.007134498562663795,TB,IC,office,"The vet wrote out the customer’s bill and left it in his office.  Later, the vet saw Erin move the bill to the reception. When the vet wanted to post the bill he looked in the [MASK] ."
174,44,3,FB-C,"The vet wrote out the customer’s bill and left it in his office.  While the vet was at lunch, Erin moved the bill to the reception. When the vet wanted to post the bill he looked in the office.",0.009475297294557095,FB,C,office,"The vet wrote out the customer’s bill and left it in his office.  While the vet was at lunch, Erin moved the bill to the reception. When the vet wanted to post the bill he looked in the [MASK] ."
175,44,4,FB-IC,"The vet wrote out the customer’s bill and left it in his office.  While the vet was at lunch, Erin moved the bill to the reception. When the vet wanted to post the bill he looked in the reception.",0.004452000837773083,FB,IC,reception,"The vet wrote out the customer’s bill and left it in his office.  While the vet was at lunch, Erin moved the bill to the reception. When the vet wanted to post the bill he looked in the [MASK] ."
176,45,1,TB-C,"The athlete packed his kit bag and put it in the baggage tent.  Later, the athlete spied the marshal move the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the bus.",0.01020123437047005,TB,C,bus,"The athlete packed his kit bag and put it in the baggage tent.  Later, the athlete spied the marshal move the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the [MASK] ."
177,45,2,TB-IC,"The athlete packed his kit bag and put it in the baggage tent.  Later, the athlete spied the marshal move the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the tent.",0.0111206779256463,TB,IC,tent,"The athlete packed his kit bag and put it in the baggage tent.  Later, the athlete spied the marshal move the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the [MASK] ."
178,45,3,FB-C,"The athlete packed his kit bag and put it in the baggage tent.  While the athlete was running, the marshal moved the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the tent.",0.005972178187221287,FB,C,tent,"The athlete packed his kit bag and put it in the baggage tent.  While the athlete was running, the marshal moved the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the [MASK] ."
179,45,4,FB-IC,"The athlete packed his kit bag and put it in the baggage tent.  While the athlete was running, the marshal moved the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the bus.",0.08080022037029266,FB,IC,bus,"The athlete packed his kit bag and put it in the baggage tent.  While the athlete was running, the marshal moved the kit bag to a bus. When the athlete wanted to retrieve his kit bag he looked in the [MASK] ."
180,46,1,TB-C,"The florist arranged the bouquet and put it in the cool cellar.  Later, the florist noticed Maureen move the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the shop.",0.004443717654794453,TB,C,shop,"The florist arranged the bouquet and put it in the cool cellar.  Later, the florist noticed Maureen move the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the [MASK] ."
181,46,2,TB-IC,"The florist arranged the bouquet and put it in the cool cellar.  Later, the florist noticed Maureen move the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the cellar.",0.00032821710919961317,TB,IC,cellar,"The florist arranged the bouquet and put it in the cool cellar.  Later, the florist noticed Maureen move the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the [MASK] ."
182,46,3,FB-C,"The florist arranged the bouquet and put it in the cool cellar.  While the florist was diverted, Maureen moved the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the cellar.",1.1464440831332462e-05,FB,C,cellar,"The florist arranged the bouquet and put it in the cool cellar.  While the florist was diverted, Maureen moved the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the [MASK] ."
183,46,4,FB-IC,"The florist arranged the bouquet and put it in the cool cellar.  While the florist was diverted, Maureen moved the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the shop.",0.10040812939405443,FB,IC,shop,"The florist arranged the bouquet and put it in the cool cellar.  While the florist was diverted, Maureen moved the bouquet to the shop. When the florist wanted to admire the bouquet she looked in the [MASK] ."
184,47,1,TB-C,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",0.01287110242992639,TB,C,warehouse,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
185,47,2,TB-IC,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",0.41189709305763245,TB,IC,car,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
186,47,3,FB-C,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",0.9826958179473877,FB,C,car,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
187,47,4,FB-IC,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",0.00020053988555446273,FB,IC,warehouse,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
188,48,1,TB-C,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the safe.",0.5922976732254028,TB,C,safe,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
189,48,2,TB-IC,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",0.0002452513144817203,TB,IC,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
190,48,3,FB-C,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",0.00010483119694981728,FB,C,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
191,48,4,FB-IC,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the safe.",0.537575364112854,FB,IC,safe,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
192,49,1,TB-C,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",0.06570380926132202,TB,C,cupboard,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
193,49,2,TB-IC,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",1.889197847049217e-05,TB,IC,handbag,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
194,49,3,FB-C,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",1.4629198631155313e-05,FB,C,handbag,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
195,49,4,FB-IC,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",0.05301155522465705,FB,IC,cupboard,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
196,50,1,TB-C,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",0.01458879187703133,TB,C,kitchen,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
197,50,2,TB-IC,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",0.7813019156455994,TB,IC,bathroom,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
198,50,3,FB-C,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",0.5431997776031494,FB,C,bathroom,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
199,50,4,FB-IC,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",0.028619116172194477,FB,IC,kitchen,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
